user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
102442110,1385406683640254468,2021-04-23T01:34:27Z,rpandya72,"@haryannvi In that case, Telangana will stop Bharat biotech - COVIDSHIELD.

What kind of federal system is this? Only up to50% of vaccine production can be given to a single state.",Twitter for Android,139,,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,,,1307273162397118465|126911579,PandaIntolerant|haryannvi,en,,,,,,,,,,,,,,,,1385301753399177216,"@haryannvi In that case, Telangana will stop Bharat biotech - COVIDSHIELD.

What kind of federal system is this? Only up to50% of vaccine production can be given to a single state.",2021-04-22T18:37:30Z,Twitter for Android,3,2,1307273162397118465,PandaIntolerant,Intolerant Panda,7,100,231,"",extremely intolerant and hateful,FALSE,,,,,,,|,|,|||||||,https://twitter.com/rpandya72/status/1385406683640254468,રાજેન પંડ્યા l rajen pandya,"મુલુંડ, મુંબઇ, અખંડ ભારત ","ReTweeter
l नमस्ते सदा वत्सले मातृभुमे।🚩
બાપા સીતારામ 🙏",,FALSE,1559,2293,159,371732,336999,2010-01-06T18:25:35Z,FALSE,,,,https://pbs.twimg.com/profile_banners/102442110/1597344120,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1293981457442942976/arJ0U7wa_normal.jpg
52129156,1385403466894348290,2021-04-23T01:21:40Z,sahanshu,"@KnottyCommander 1500 me covidshield lagti ,under Indira Gandhi ch##### banao yojna... Aur Rabert be DLF phase 21 me ek pharma company khol Di Hoti. Vaccines would have been transported by chautala logistics. Pharma co naam aap batao.",Twitter for Android,217,1385401565834485760,462988750,KnottyCommander,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,462988750,KnottyCommander,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/sahanshu/status/1385403466894348290,sahanshu agrawal,"Bengaluru, India","RFP Writer -Asset Management | Avid quizzer & reader | Investor | Keen Watcher - Foreign Policy",,FALSE,151,272,8,6247,3243,2009-06-29T17:47:59Z,FALSE,,,,https://pbs.twimg.com/profile_banners/52129156/1518141688,http://abs.twimg.com/images/themes/theme15/bg.png,http://pbs.twimg.com/profile_images/1283833384259645440/OtUFkDkU_normal.jpg
3229373924,1385402351272427521,2021-04-23T01:17:14Z,bhandarig24,"Theif who stole 182 vials of Covidshield and 440 vials of Covaxine from Jind(Haryana) civil hospital, left these at a tea stall, apologized..

Sorry, I didn't know it was Corona Vaccine.. https://t.co/LAydZ4aulZ",Twitter for Android,140,,,,FALSE,TRUE,0,98,,,,,,,,,,,,,,,,56321146,Navrang,en,,,,,,,,,,,,,,,,1385267948630118406,"Theif who stole 182 vials of Covidshield and 440 vials of Covaxine from Jind(Haryana) civil hospital, left these at a tea stall, apologized..

Sorry, I didn't know it was Corona Vaccine.. https://t.co/LAydZ4aulZ",2021-04-22T16:23:10Z,Twitter for Android,295,98,56321146,Navrang,नवरंग,23471,4817,82247,"New Delhi, India",Communication is what I'm learning for 15 years. Campaigns give me fresh lease of Life. I DO What I Like! Join https://t.co/TLoBBDSnY6,FALSE,,,,,,,|,|,|||||||,https://twitter.com/bhandarig24/status/1385402351272427521,गौतम जैन भण्डारी #जनसंख्या नियंत्रण कानून लाइए 🕉,भारत राजस्थान ,"मुझे अपने प्रधानमंत्री पर विश्वास हैं 

🚩🕉️📿🇮🇳",,FALSE,486,572,0,15581,12785,2015-05-29T03:33:36Z,FALSE,,,,https://pbs.twimg.com/profile_banners/3229373924/1432877889,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1226118102024220673/BLbzjtNK_normal.jpg
930688086023041025,1385400817818112004,2021-04-23T01:11:09Z,puspendra_IND,"Theif who stole 182 vials of Covidshield and 440 vials of Covaxine from Jind(Haryana) civil hospital, left these at a tea stall, apologized..

Sorry, I didn't know it was Corona Vaccine.. https://t.co/LAydZ4aulZ",Twitter Web App,140,,,,FALSE,TRUE,0,98,,,,,,,,,,,,,,,,56321146,Navrang,en,,,,,,,,,,,,,,,,1385267948630118406,"Theif who stole 182 vials of Covidshield and 440 vials of Covaxine from Jind(Haryana) civil hospital, left these at a tea stall, apologized..

Sorry, I didn't know it was Corona Vaccine.. https://t.co/LAydZ4aulZ",2021-04-22T16:23:10Z,Twitter for Android,295,98,56321146,Navrang,नवरंग,23471,4817,82247,"New Delhi, India",Communication is what I'm learning for 15 years. Campaigns give me fresh lease of Life. I DO What I Like! Join https://t.co/TLoBBDSnY6,FALSE,,,,,,,|,|,|||||||,https://twitter.com/puspendra_IND/status/1385400817818112004,Puspendra,भारत,"“सर्वे भवन्तु सुखिनः। 
सर्वे सन्तु निरामयाः। 
सर्वे भद्राणि पश्यन्तु। 
मा कश्चित् दुःख भाग्भवेत्॥",,FALSE,1793,3824,0,12393,49426,2017-11-15T06:45:05Z,FALSE,,,,https://pbs.twimg.com/profile_banners/930688086023041025/1587747974,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1377827550768951298/t3KQER3P_normal.jpg
4168548258,1385400677250179073,2021-04-23T01:10:35Z,Sandip_JSR,"Theif who stole 182 vials of Covidshield and 440 vials of Covaxine from Jind(Haryana) civil hospital, left these at a tea stall, apologized..

Sorry, I didn't know it was Corona Vaccine.. https://t.co/LAydZ4aulZ",Twitter for Android,140,,,,FALSE,TRUE,0,98,,,,,,,,,,,,,,,,56321146,Navrang,en,,,,,,,,,,,,,,,,1385267948630118406,"Theif who stole 182 vials of Covidshield and 440 vials of Covaxine from Jind(Haryana) civil hospital, left these at a tea stall, apologized..

Sorry, I didn't know it was Corona Vaccine.. https://t.co/LAydZ4aulZ",2021-04-22T16:23:10Z,Twitter for Android,295,98,56321146,Navrang,नवरंग,23471,4817,82247,"New Delhi, India",Communication is what I'm learning for 15 years. Campaigns give me fresh lease of Life. I DO What I Like! Join https://t.co/TLoBBDSnY6,FALSE,,,,,,,|,|,|||||||,https://twitter.com/Sandip_JSR/status/1385400677250179073,Sandip Sarkar,"",Nation First.,,FALSE,210,722,0,11606,26097,2015-11-08T13:36:38Z,FALSE,,,,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/873819450969030656/lwPC8fu3_normal.jpg
103251041,1385400408818917376,2021-04-23T01:09:31Z,dhananjay372,"Theif who stole 182 vials of Covidshield and 440 vials of Covaxine from Jind(Haryana) civil hospital, left these at a tea stall, apologized..

Sorry, I didn't know it was Corona Vaccine.. https://t.co/LAydZ4aulZ",Twitter for Android,140,,,,FALSE,TRUE,0,98,,,,,,,,,,,,,,,,56321146,Navrang,en,,,,,,,,,,,,,,,,1385267948630118406,"Theif who stole 182 vials of Covidshield and 440 vials of Covaxine from Jind(Haryana) civil hospital, left these at a tea stall, apologized..

Sorry, I didn't know it was Corona Vaccine.. https://t.co/LAydZ4aulZ",2021-04-22T16:23:10Z,Twitter for Android,295,98,56321146,Navrang,नवरंग,23471,4817,82247,"New Delhi, India",Communication is what I'm learning for 15 years. Campaigns give me fresh lease of Life. I DO What I Like! Join https://t.co/TLoBBDSnY6,FALSE,,,,,,,|,|,|||||||,https://twitter.com/dhananjay372/status/1385400408818917376,धनंजय,"Jamshedpur, India",A good listener,,FALSE,15,103,0,550,7193,2010-01-09T11:38:24Z,FALSE,,,,,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1051317854140694528/K28iTKHv_normal.jpg
1116010191806271488,1385400180099358721,2021-04-23T01:08:37Z,Vijay_Gautamm,"Theif who stole 182 vials of Covidshield and 440 vials of Covaxine from Jind(Haryana) civil hospital, left these at a tea stall, apologized..

Sorry, I didn't know it was Corona Vaccine.. https://t.co/LAydZ4aulZ",Twitter for Android,140,,,,FALSE,TRUE,0,98,,,,,,,,,,,,,,,,56321146,Navrang,en,,,,,,,,,,,,,,,,1385267948630118406,"Theif who stole 182 vials of Covidshield and 440 vials of Covaxine from Jind(Haryana) civil hospital, left these at a tea stall, apologized..

Sorry, I didn't know it was Corona Vaccine.. https://t.co/LAydZ4aulZ",2021-04-22T16:23:10Z,Twitter for Android,295,98,56321146,Navrang,नवरंग,23471,4817,82247,"New Delhi, India",Communication is what I'm learning for 15 years. Campaigns give me fresh lease of Life. I DO What I Like! Join https://t.co/TLoBBDSnY6,FALSE,,,,,,,|,|,|||||||,https://twitter.com/Vijay_Gautamm/status/1385400180099358721,विजय गौतम (TTS)🚩राष्ट्रप्रेमी🚩,"Rewari, India","🚩#हिन्दवा:सोधरा सर्वे,न #हिन्दू पतितो भवेत 
मम दीक्षा #हिन्दू रक्षा,मम मन्त्र समानता।🚩",https://t.co/fmL8hP6GEf,FALSE,40220,20792,14,112807,76485,2019-04-10T16:08:58Z,FALSE,https://t.co/fmL8hP6GEf,http://rss.org/pages/joinrss.aspx,,https://pbs.twimg.com/profile_banners/1116010191806271488/1590854282,,http://pbs.twimg.com/profile_images/1336247148015337472/t-jbemVo_normal.jpg
3194816646,1385400156367986689,2021-04-23T01:08:31Z,iamurss23,"Two days ago @albyjohnV @kprabhdeep @scientistganesh held a webinar answering questions on #covid19 vaccination
I have compiled 30 of them in this article 
30 questions on #covid19 vaccination answered by experts
 https://t.co/9JXMW0iJwT via @timesofindia",Twitter for Android,140,,,,FALSE,TRUE,0,65,,,covid19,,,,,,,,,,,,,4220144600|72850626|145124708|842562204557701120,SiddharthPTOI|albyjohnV|kprabhdeep|scientistganesh,en,,,,,,,,,,,,,,,,1385133513674874883,"Two days ago @albyjohnV @kprabhdeep @scientistganesh held a webinar answering questions on #covid19 vaccination
I have compiled 30 of them in this article 
30 questions on #covid19 vaccination answered by experts
 https://t.co/9JXMW0iJwT via @timesofindia",2021-04-22T07:28:58Z,Twitter Web App,97,65,4220144600,SiddharthPTOI,Siddharth TOI,3415,679,7032,"Chennai, India","Journalist, Times of India Chennai bureau. 
Chennai Corporation, Customs, Railways, vigilance, CBI, etc.
English. તમિલ. இந்தி. गुजराती.",FALSE,,,,,,,|,|,|||||||,https://twitter.com/iamurss23/status/1385400156367986689,"Sathyaraaj ( Wear Mask 😷, Be Safe )","Pondicherry, India","Civil Engineer🧱🏗/Environmental Engineer🌿🌾/Chess Player/Cricket Fan/


Fan of @actorvijay @msdhoni",,FALSE,302,1184,0,7192,16086,2015-05-14T02:46:40Z,FALSE,,,,https://pbs.twimg.com/profile_banners/3194816646/1605448401,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1373124872851714050/0Rr1SnUw_normal.jpg
2718701407,1385399731094843392,2021-04-23T01:06:50Z,RSS_Friend,"Theif who stole 182 vials of Covidshield and 440 vials of Covaxine from Jind(Haryana) civil hospital, left these at a tea stall, apologized..

Sorry, I didn't know it was Corona Vaccine.. https://t.co/LAydZ4aulZ",Twitter for Android,140,,,,FALSE,TRUE,0,98,,,,,,,,,,,,,,,,56321146,Navrang,en,,,,,,,,,,,,,,,,1385267948630118406,"Theif who stole 182 vials of Covidshield and 440 vials of Covaxine from Jind(Haryana) civil hospital, left these at a tea stall, apologized..

Sorry, I didn't know it was Corona Vaccine.. https://t.co/LAydZ4aulZ",2021-04-22T16:23:10Z,Twitter for Android,295,98,56321146,Navrang,नवरंग,23471,4817,82247,"New Delhi, India",Communication is what I'm learning for 15 years. Campaigns give me fresh lease of Life. I DO What I Like! Join https://t.co/TLoBBDSnY6,FALSE,,,,,,,|,|,|||||||,https://twitter.com/RSS_Friend/status/1385399731094843392,🚩🚩RSS_Friends🚩🚩,"Haryana, India","चन्दन है इस देश की माटी तपोभूमि हर ग्राम है।।
हर बाला देवी की प्रतिमा बच्चा बच्चा राम है।।",https://t.co/RewO64MEJz,FALSE,10072,7235,2,55507,39736,2014-08-09T05:28:34Z,FALSE,https://t.co/RewO64MEJz,http://rss.org/pages/joinrss.aspx,,https://pbs.twimg.com/profile_banners/2718701407/1591150258,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1377658512776421377/8PDOdK9I_normal.jpg
849284869343526912,1385396570842025992,2021-04-23T00:54:16Z,arey_aap,"Theif who stole 182 vials of Covidshield and 440 vials of Covaxine from Jind(Haryana) civil hospital, left these at a tea stall, apologized..

Sorry, I didn't know it was Corona Vaccine.. https://t.co/LAydZ4aulZ",Twitter for Android,140,,,,FALSE,TRUE,0,98,,,,,,,,,,,,,,,,56321146,Navrang,en,,,,,,,,,,,,,,,,1385267948630118406,"Theif who stole 182 vials of Covidshield and 440 vials of Covaxine from Jind(Haryana) civil hospital, left these at a tea stall, apologized..

Sorry, I didn't know it was Corona Vaccine.. https://t.co/LAydZ4aulZ",2021-04-22T16:23:10Z,Twitter for Android,295,98,56321146,Navrang,नवरंग,23471,4817,82247,"New Delhi, India",Communication is what I'm learning for 15 years. Campaigns give me fresh lease of Life. I DO What I Like! Join https://t.co/TLoBBDSnY6,FALSE,,,,,,,|,|,|||||||,https://twitter.com/arey_aap/status/1385396570842025992,मुंगेरीलाल,सपनों में,"",,FALSE,31,61,0,627,8856,2017-04-04T15:37:46Z,FALSE,,,,https://pbs.twimg.com/profile_banners/849284869343526912/1599813380,,http://pbs.twimg.com/profile_images/1373148888354283523/-H1j-2Tn_normal.jpg
